Provincia,Distrito,Posto,Localidade,Povoado,CodigoEscola,NomeEscola,TemAgua,FonteAgua,QualidadeAgua,TemEnergia ,TipoEnergia,TemLatrina,TotalLatrina,EstadoLatrina,TemUrino,TotalUrino,UrinoFuncional,EstadoUrino,TemCasaBanho,TotalCB,CBFunci,Longitude,Latitude
Manica,Vanduzi,Vanduzi,Chigodole,Nhassoro,04-0348,Escola Primário do 1º Grau 4 de Outubro,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Nenhuma,33.23836111,-19.21252778
Niassa,Chimbunila,Lione,Naicuanha,Naicuanha,70674,Escola Primária de Naicuainha,Não,Sim,Nenhuma,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,35.20013889,-13.47616667
Niassa,Chimbunila,Chimbunila,Lipapa,Lipapa,70684,Escola Primária de Lipapa,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.54036111,-13.435
Niassa,Chimbunila,Chimbunila,Icuvi,Icuvi,70685,Escola Primária de Icuvi,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.79247222,-13.33791667
Niassa,Chimbunila,Chimbunila,Mbau,Mbau,70686,Escola Primária de Mbbau,Não,Sim,Nenhuma,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,35.69026944,-13.31515556
Niassa,Chimbunila,Chimbunila,Lussalala,Lussalala,70688,Escola Primária de Lussalala,Não,Sim,Nenhuma,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,35.25865,-13.58976111
Niassa,Chimbunila,Lione,Ndolela,Ndolela,70693,Escola Primária de Ndolela,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.13169444,-13.68766667
Niassa,Chimbunila,Lione,Chinenge,Chinenge,70694,Escola Primária de Chinenge,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.25277778,-13.54897222
Niassa,Chimbunila,Chimbunila,Naconda,Naconda,70697,Escola Primária de Naconda,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.98322222,-13.54972222
Niassa,Chimbunila,Chimbunila,Macassangilo,Macassangilo,70704,Escola Primária O.U.A.,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,35.79247222,-13.33791667
Niassa,Chimbunila,Chimbunila,Mapaco,Mapaco,70705,Escola Primária de Mapaco,Não,Sim,Nenhuma,Não,sim,Sim,4,Razoável,Não,0,Não,Nenhum,Não,0,Não,35.69026944,-13.31515556
Niassa,Chimbunila,Chimbunila,Luambala,Luambala,70709,Escola Primária de Luambala,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.26933333,-13.71411111
Niassa,Chimbunila,Chimbunila,Naicuanga,EPC de Naicuanga,70713,Escola Primária de Naicuanga,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.62552778,-13.35086111
Niassa,Chimbunila,Chimbunila,Cassumar,Cassumar,70716,Escola Primária de Nancuenha (Ex.Cassumar),Não,Sim,Nenhuma,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,34.98322222,-13.54972222
Niassa,Chimbunila,Chimbunila,Naicuanha,Naicuanha,70717,Escola Primária de Machomera (Ex.Matama Bloco 1),Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,35.42633333,-13.35708333
Niassa,Chimbunila,Lione,Metonia,Metonia,70724,Escola Primária de Metonia,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.37383333,-13.35002778
Niassa,Chimbunila,Lione,Mutukura II,Mutukura II,70732,Escola Primária de Mutukura II,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.45011111,-13.31797222
Niassa,Chimbunila,Lione,Mpombe,Mpombe,70987,Escola Primaria de Mpombe,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.49094444,-13.24972222
Niassa,Chimbunila,Chimbunila,Nacavale,Nacavale,71099,Escola Primária de Nacavale,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.51008333,-13.60527778
Niassa,Chimbunila,Chimbunila,Undi,Undi,71170,Escola S. Armando Guebuza,Sim,Poço,Potável,Sim,Rede Pública,Sim,4,Razoável,Não,0,Não,Nenhum,Sim,3,Não,35.33211111,-13.41944444
Niassa,Chimbunila,Chimbunila,Cachule,Cachule,71238,Escola Primária de Cachule,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.38063889,-13.43625
Niassa,Chimbunila,Lione,Cungombo,Cungombo,71281, Escola Primária de Cungombo,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.42366667,-13.27877778
Niassa,Muembe,Muembe,Nzizi,Matitima,70732,Escola Primaria Completa de  Matitima,Sim,Rede pública,Potável,Não,sim,Sim,6,Bom,Não,0,Não,Nenhum,Sim,6,Sim,35.49180556,-12.99463889
Niassa,Muembe,Muembe,Lutuesase,Lucheta,71098,Escola Primaria Completa de  Lucheta,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Sim,2,Sim,35.43530556,-13.15738889
Niassa,Muembe,Muembe,Nzizi,Lussenjewe,71170,Escola Primaria Completa de  Lussejewe,Sim,Rede pública,Potável,Não,sim,Sim,4,Razoável,Não,0,Não,Nenhum,Sim,4,Sim,35.38063889,-13.43625
Niassa,Muembe,Ligogolo,Chiuanjota,Sienene,71171,Escola Primaria do 1º Grau de Sienene,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Sim,2,Sim,35.75813889,-12.98827778
Niassa,Muembe,Ligogolo,Chiuanjota,Ndite,71147,Escola Primaria do 1º Grau de Nditi,Não,Sim,Nenhuma,Não,sim,Sim,4,Bom,Não,0,Não,Nenhum,Sim,4,Sim,35.86363889,-12.81938889
Niassa,Muembe,Muembe,Lutuesase,Licuvi,71148,Escola Primaria do 1º Grau de Licuvi,Sim,Rede pública,Potável,Não,sim,Sim,4,Mau,Não,0,Não,Nenhum,Sim,4,Sim,35.58861111,-13.18705556
Niassa,Muembe,Ligogolo,Chiuanjota,Longolela,71149,Escola Primaria do 1º Grau de Longolela,Sim,Rede pública,Potável,Não,sim,Sim,4,Razoável,Não,0,Não,Nenhum,Sim,4,Sim,35.81813889,-12.89069444
Niassa,Muembe,Muembe,Nzizi,Butiama,71373,Escola Primaria do 1º Grau de Butiama,Sim,Rede pública,Potável,Não,sim,Sim,3,Razoável,Não,0,Não,Nenhum,Sim,3,Sim,35.76027778,-12.89438889
Niassa,Muembe,Ligogolo,Chiuanjota,Chiuanjota,71463,Escola Primaria do 1º Grau de Ntamila,Sim,Furo com bomba,Potável,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Sim,2,Sim,35.75630556,-12.95261111
Niassa,Muembe,Muembe,Lutuesase,Luguezi,71538,Escola Primaria do 1º Grau  de Luguezi,Sim,Furo com bomba,Potável,Não,sim,Sim,2,Mau,Não,0,Não,Nenhum,Sim,2,Sim,35.61663889,-13.08611111
Niassa,Mecula,Gomba,Mecula-Sede,Cuchiranga,70298,Escola Primária de Cuchiranga,Sim,Furo com bomba,Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.56166667,-12.14694444
Niassa,Mecula,Gomba,Mecula-Sede,Nnalama,70299,Escola Primária de Nnalama,Sim,Furo com bomba,Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,37.90761,-11.833889
Niassa,Mecula,Gomba,Lugenda,Nahavara,70301,Escola Primária de Nahavara,Sim,Furo com bomba,Potável,Não,sim,Sim,4,Bom,Não,0,Não,Nenhum,Não,0,Não,37.65922,-12.60925
Niassa,Mecula,Gomba,Mecula-Sede,Macalange,70302,Escola Primária Acordos de Lusaka - Macalange,Sim,Furo com bomba,Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,37.76483,-12.007556
Niassa,Mecula,Gomba,Mecula-Sede,Mecula-Sede,70306,Escola Primária 5º Congresso,Sim,Furo com bomba,Potável,Não,sim,Sim,4,Bom,Não,0,Não,Nenhum,Não,0,Não,37.67067,-12.127389
Niassa,Mecula,Gomba,Mecula-Sede,Nampequesso,70308,Escola Primária de Nampequesso,Sim,Furo com bomba,Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,37.69167,-12.18575
Niassa,Mecula,Gomba,Mecula-Sede,Mecula-Sede,70310,Escola Primária de Mtimbo,Sim,Furo com bomba,Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,37.66064,-12.274
Niassa,Mecula,Gomba,Lugenda,Lugenda,70312,Escola Primária de Mucoria,Sim,Furo com bomba,Potável,Não,sim,Sim,4,Bom,Não,0,Não,Nenhum,Não,0,Não,37.68564,-12.668444
Niassa,Mecula,Gomba,Lugenda,Lissongole,70314,Escola Primária de Lissongole,Sim,Poço,Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,37.65533,-12.344722
Niassa,Mecula,Gomba,Mecula-Sede,Mecula-Sede,70316,Escola Primária de Junta,Não,Sim,Nenhuma,Não,sim,Sim,4,Bom,Não,0,Não,Nenhum,Não,0,Não,37.67464,-12.139817
Niassa,Mecula,Gomba,Mecula-Sede,Alassima,70319,Escola Primária de Alassima,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,37.71158,-12.13925
Niassa,Mecula,Gomba,Lugenda,Manhur,70327,Escola Primária de Manhur,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,37.70906,-12.422389
Niassa,Mecula,Gomba,Lugenda,Mpamanda,70330,Escola Primária de Mpamanda,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,37.62831,-12.450611
Niassa,Mecula,Matondovela,Chamba,Chamba,70331,Escola Primária de Chamba,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,36.93064,-11.606778
Niassa,Mecula,Gomba,Naulala,Naulala-I,71188,Escola Primária de Naulala I,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,38.05758,-11.758306
Niassa,Mecula,Gomba,Mecula-Sede,Gomba,70334,Escola Primária de Gomba,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,38.30233,-11.339472
Niassa,Mecula,Gomba,Naulala,Naulala-II,70336,Escola Primária de Naulala II,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,38.030664,-11.792611
Niassa,Mecula,Matondovela,Matondovela,Matondovela,70337,Escola Primária de Matondovela,Não,Sim,Nenhuma,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,37.01628,-12.074306
Niassa,Mecula,Gomba,Lugenda,Ansanja,70338,Escola Primária de Ansanja,Não,Sim,Nenhuma,Não,sim,Sim,4,Bom,Não,0,Não,Nenhum,Não,0,Não,37.65403,-12.562319
Niassa,Mecula,Gomba,Mecula-Sede,Ntimbo-II,70339,Escola Primária de Ntimbo II,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,37.66748,-12.230322
Niassa,Mecula,Gomba,Mecula-Sede,Guebuza,70347,Escola Primaria Armando Emilio Guebuza,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,37.76902,-12.004403
Niassa,Lago,Cobue,Ngoo,Lissenguesse,70353,Escola Primária de Ncodesse,Não,Sim,Nenhuma,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,34.876853,-12.1901
Niassa,Lago,Cobue,Ngoo,Limbue,70354,Escola Primária de Limbue,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.709556,-12.374442
Niassa,Lago,Cobue,Lupilichi,Litombochi,70355,Escola Primária de Lijombo,Não,Sim,Nenhuma,Não,sim,Sim,3,Razoável,Não,0,Não,Nenhum,Não,0,Não,35.063594,-11.945833
Niassa,Lago,Cobue,Cobue,Mataca,70356,Escola Primária de Msomba,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.83630833,-12.080761
Niassa,Lago,Cobue,Ngofi,Ntimbe,70357,Escola Primária de Mtimbe,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.89899444,-12.01086
Niassa,Lago,Metangula,Metangula,Sanjala,70359,Escola Primária de Sanjala,Não,Sim,Nenhuma,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,34.80759444,-12.700644
Niassa,Lago,Maniamba,bandece,Mpacache,70361,Escola Primária de Mpacache,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.01744722,-12.778258
Niassa,Lago,Lunho,Messumba,Nchiji,70362,Escola Primária de Nchiji,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.75801944,-12.55299444
Niassa,Lago,Cobue,Cobue,ponta Mala,70363,Escola Primária da Ponta Mala,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.70387778,-12.19362222
Niassa,Lago,Cobue,Ngoo,Mbueca,70365,Escola Primária de Mbueca,Não,Sim,Nenhuma,Não,sim,Sim,3,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.72654444,-12.26286667
Niassa,Lago,Cobue,Wikihi,Lihuchi,70368,Escola Primária de Lihuchi,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.96347222,-11.71327778
Niassa,Lago,Cobue,Ngofi,Lumbaulo,70374,Escola Primária de Lumbaulo,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.92855278,-11.87622222
Niassa,Lago,Cobue,Wikihi,Ngombe,70297,Escola Primária de Ngombe,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.95163889,-11.73563889
Niassa,Lago,Cobue,Wikihi,Chiwindi,70980,Escola Primária de Chiuindi,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.96644444,-11.57655556
Niassa,Lago,Cobue,Wikihi,Ungui,71157,Escola Primária de Ungui,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.96617222,-11.65706111
Niassa,Lago,Cobue,Lupilichi,Lutombochi,71189,Escola Primária de Lutombochi,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.29862222,-11.63241389
Niassa,Lago,Maniamba,Bandece,Chinhanganhanga,71215,Escola Primária de Chinhanganhanga,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.95269444,-12.95636111
Niassa,Lago,Cobue,Ngofi,Uchesse,71216,Escola Primária de Uchessi,Não,Sim,Nenhuma,Não,sim,Sim,3,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.87164444,-12.06476111
Niassa,Lago,Meluluca,Timba,Chinuni,71217,Escola Primária de Chinune,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.81296111,-13.10107778
Niassa,Lago,Cobue,Ngofi,Magachi,71218,Escola Primária de Magachi,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.92061111,-12.06771111
Niassa,Lago,Lunho,Messumba,Matenje,71219,Escola Primária de Matenje,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.83006667,-12.59163333
Niassa,Lago,Maniamba,Bandece,Ncapi,71279,Escola Primária de Ncapi,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,35.02983056,-12.84445833
Niassa,Lago,Lunho,Messumba,Mondue,71280,Escola Primária de Mondue,Não,Sim,Nenhuma,Não,sim,Sim,3,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.77784722,-12.59616389
Niassa,Lago,Lunho,Mepochi,Chissindo,71325,Escola Primária de Chissindo,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,35.14218056,-12.39775
Niassa,Lago,Metangula,Metangula,chipile,71327,Escola Primária de Chipile,Não,Sim,Nenhuma,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,34.82918333,-12.71165556
Niassa,Lago,Lunho,Mepochi,Mepochi,71328,Escola Primária de Mepochi,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.92428611,-12.52771389
Niassa,Lago,Lunho,Ngongo,Ngongo,71345,Escola Primária de Ngongo,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.863375,-12.60735556
Niassa,Lago,Lunho,Mepochi,Micuela,71347,Escola Primária de Micuela,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.04170556,-12.467525
Niassa,Lago,Lunho,Mepochi,Lissesse,71393,Escola Primária de Lissesse,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.91386944,-12.57005833
Niassa,Lago,Lunho,Messumba,Chocoa,71457,Escola Primária de Chicoa,Não,Sim,Nenhuma,Não,sim,Sim,3,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.72013611,-12.51132778
Niassa,Lago,Cobue,Ngoo,Chissanga,71458,Escola Primária de Chissanga,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.70357778,-12.446525
Niassa,Lago,Metangula,Metangula,Micuio,71485,Escola Primária  25 de Abril (ex- Micuio),Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.82002778,-12.72580556
Niassa,Lago,Meluluca,Meluluca,Milonga,71486,Escola Primária de Milongo,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.76194444,-12.93127778
Niassa,Lago,Maniamba,bandece,Lissesso,71487,Escola Primária de Lissesso,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.02174722,-13.00997778
Niassa,Lago,Meluluca ,Meluluca,Lussefa,71488,Escola Primária de Lussefa,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.77091667,-12.91463889
Niassa,Lago,Meluluca,Meluluca,Micundi,71489,Escola Primária de Micundi,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.77816667,-12.86108333
Niassa,Lago,Meluluca,Timba,Ucungo,70137,Escola Primária de Ucungo,Sim,Poço,Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.76591667,-12.9505
Niassa,Lago,Meluluca,Meluluca,Ngolocolo,70138,Escola Primária de Ngolocolo,Sim,Poço,Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.77980556,-12.84386111
Niassa,Lago,Meluluca,Timba,Timba,70139,Escola Primária de Timba,Sim,Poço,Potável,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.81315278,-13.09317778
Niassa,Lago,Meluluca,Meluluca,Ngolongue,70140,Escola Primária de Ngolongue,Sim,Poço,Potável,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,34.78838056,-12.828425
Niassa,Lago,Maniamba,Bandece,Liconhire,70144,Escola Primária de Liconhire,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.08038889,-12.93830556
Niassa,Lago,Maniamba,bandece,Chiziulo,70145,Escola Primária de Chiziulo,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.93725,-12.99913889
Niassa,Lago,Maniamba,bandece,Mazogo,70146,Escola Primária de Mazogo,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.03969444,-12.94255556
Niassa,Lago,Maniamba,bandece,Chiulica,70147,Escola Primária de Chiulica,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,35.03091667,-12.79761111
Niassa,Lago,Maniamba,bandece,Lualezi,70149,Escola Primária de Lualeze,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.99983333,-12.94422222
Niassa,Lago,Cobue,Ngofi,Matepue,70152,Escola Primaria de Matepue,Não,Sim,Nenhuma,Não,sim,Sim,2,Mau,Não,0,Não,Nenhum,Não,0,Não,34.93722222,-12.10977778
Niassa,Lago,Cobue,Lupilichi,Tulo II,70157,Escola Primária de Tulo II,Não,Sim,Nenhuma,Não,sim,Sim,1,Mau,Não,0,Não,Nenhum,Não,0,Não,35.10835278,-11.857175
Niassa,Lago,Meluluca,Meluluca,Malango,70159,Escola Primária de Malango,Não,Sim,Nenhuma,Não,sim,Sim,1,Mau,Não,0,Não,Nenhum,Não,0,Não,37.39944444,-14.32638889
Niassa,Lago,Lunho,Mepochi,Lifutichi,70145,Escola Primária de Lifutichi,Não,Sim,Nenhuma,Não,sim,Sim,1,Mau,Não,0,Não,Nenhum,Não,0,Não,34.92966667,-12.55488056
Niassa,Lago,Lunho,Messumba,Nnola,70147,Escola Primária de Nnola,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.76190556,-12.56248333
Niassa,Lago,Meluluca,Meluluca,Milambe,70148,Escola Primaria de Milambe,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,34.76711111,-12.89077778
Niassa,Lago,Maniamba,bandece,Ngongua,70149,Escola Primaria de N'gongua,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,35.06875,-12.92138889
Niassa,Mavago,Mavago-Sede,Nkalapa,Lipembo,70151,Escola Primária 1 de Maio (ex Mbuyo),Sim,Poço,Potável,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,36.18922222,-12.38602778
Niassa,Mavago,Mavago-Sede,Nkalapa,Nsacalange,70153,Escola Primária de Sakalange,Sim,Poço,Potável,Sim,Painel Solar,Sim,4,Bom,Não,0,Não,Nenhum,Não,0,Não,36.11175,-12.48088889
Niassa,Mavago,Mavago-Sede,Nkalapa,Chituche,70154,Escola Primária Acordos de Roma Chituche,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Não,0,Não,Nenhum,Não,0,Não,35.96119444,-12.72569444
Niassa,Mavago,Mavago-Sede,Nkalapa,Milepa,70158,Escola Primária de Milepa,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,36.28802778,-11.74338889
Niassa,Mavago,Msawize,Msawize-sede,Chilolo,70160,Escola Primária de Nyerere,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,36.44177778,-12.66902778
Niassa,Mavago,Mavago-Sede,Nkalapa,Ntakudja,70161,Escola Primária de Mbulugo,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,36.34305556,-12.61833333
Niassa,Mavago,Mavago-Sede,Nkalapa,Luatize,70162,Escola Primária de Luatize,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Sim,3,Sim,36.15994444,-12.64533333
Niassa,Mavago,Mavago-Sede,Nkalapa,Mbuyo,70164,Escola Primária de  EP1 de Mataca,Não,Sim,Nenhuma,Não,sim,Sim,5,Razoável,Não,0,Não,Nenhum,Não,0,Não,36.21336111,-12.55091667
Niassa,Mavago,Mavago-Sede,Nkalapa,Mavago-sede,71464,Escola Primaria de Namanolo,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Não,36.26327778,-12.51375
Niassa,Maúa,Maiaca,Maiaca,Murarange,70299,Escola Primária de Ntepia,Não,Sim,Nenhuma,Não,sim,Sim,1,Razoável,Não,0,Não,Nenhum,Não,0,Não,37.480825,-14.34053333
Niassa,Maúa,Maiaca,Maiaca,Ntepia,70301,Escola Primária de Muhoco,Não,Sim,Nenhuma,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,37.41288889,-14.10638889
Niassa,Maúa,Maiaca,Maiaca,Muhoco,70302,Escola Primária de Queta,Não,Sim,Nenhuma,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Sim,2,Sim,36.97727778,-14.15961111
Niassa,Maúa,Maiaca,Maiaca,Maiaca Sede,70308,Escola Primária de Chivinre,Não,Sim,Nenhuma,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Sim,2,Sim,37.39944444,-14.32638889
Niassa,Maúa,Maúa,Mugoma,Chivinre,70310,Escola Primária de Nvite,Sim,Poço,Potável,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,37.41479722,-14.30460833
Niassa,Maúa,Maiaca,Maiaca,Nvite,70311,Escola Primária de Quemua,Sim,Poço,Potável,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,37.06066667,-13.74033333
Niassa,Maúa,Maiaca,Maiaca,Quemua,70312,Escola Primária de Maiaca,Sim,Furo com bomba,Potável,Não,sim,Sim,2,Mau,Não,0,Não,Nenhum,Não,0,Não,37.11108333,-13.83097222
Niassa,Maúa,Maiaca,Maiaca,Missao,70313,Escola Primária de Mora,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Mau,Não,0,Não,Nenhum,Não,0,Não,37.08225,-13.84697222
Niassa,Maúa,Maúa,Maúa-Sede,Mora,70314,Escola Primária de Caiaia,Sim,Furo com bomba,Potável,Não,sim,Sim,2,Mau,Não,0,Não,Nenhum,Não,0,Não,37.12525,-13.73005556
Niassa,Maúa,Maúa,Maúa-Sede,Conhomali,70319,Escola Primária de Aquibo,Sim,Furo com bomba,Potável,Não,sim,Sim,2,Bom,Não,0,Não,Nenhum,Não,0,Não,37.27416667,-13.63652778
